,MSFT (NASD),,,,
Date,Open,High,Low,Close,Volume
12/23/2025,484.98,487.83,484.74,486.85,"14,683,582"
12/22/2025,486.12,488.73,482.69,484.92,"16,963,019"
12/19/2025,487.36,487.85,482.49,485.92,"70,836,105"
12/18/2025,478.19,489.6,477.89,483.98,"28,573,545"
12/17/2025,476.91,480,475,476.12,"24,527,176"
12/16/2025,471.91,477.89,470.88,476.39,"20,705,560"
12/15/2025,480.1,480.72,472.52,474.82,"23,727,694"
12/12/2025,479.82,482.45,476.34,478.53,"21,248,102"
12/11/2025,476.63,486.03,475.86,483.47,"24,669,180"
12/10/2025,484.03,484.25,475.08,478.56,"35,756,229"
12/9/2025,489.1,492.12,488.5,492.02,"14,696,078"
12/8/2025,484.89,492.3,484.38,491.02,"21,965,900"
12/5/2025,482.52,483.4,478.88,483.16,"22,608,710"
12/4/2025,479.76,481.32,476.49,480.84,"22,318,155"
12/3/2025,476.32,484.24,475.2,477.73,"34,615,102"
12/2/2025,486.72,493.5,486.32,490,"19,562,722"
12/1/2025,488.44,489.86,484.65,486.74,"23,963,993"
11/28/2025,487.6,492.63,486.65,492.01,"14,386,730"
11/26/2025,486.31,488.31,481.2,485.5,"25,709,079"
11/25/2025,474.07,479.15,464.89,476.99,"28,019,793"
11/24/2025,475,476.9,468.02,474,"34,421,046"
11/21/2025,478.5,478.92,468.27,472.12,"31,769,248"
11/20/2025,492.71,493.57,475.5,478.43,"26,802,542"
11/19/2025,490.1,495.19,482.83,487.12,"23,245,314"
11/18/2025,495.37,502.98,486.78,493.79,"33,815,114"
11/17/2025,508.45,512.12,504.91,507.49,"19,092,752"
11/14/2025,498.23,511.6,497.44,510.18,"28,505,746"
11/13/2025,510.31,513.5,501.29,503.29,"25,273,114"
11/12/2025,509.36,511.67,499.12,511.14,"26,574,851"
11/11/2025,504.8,509.6,502.35,508.68,"17,980,020"
11/10/2025,500.04,506.85,498.8,506,"26,101,480"
11/7/2025,496.95,499.38,493.25,496.82,"24,019,764"
11/6/2025,505.66,505.7,495.81,497.1,"27,406,496"
11/5/2025,513.3,514.83,506.58,507.16,"23,024,342"
11/4/2025,511.76,515.55,507.84,514.33,"20,958,663"
11/3/2025,519.81,524.96,514.59,517.03,"22,374,742"
10/31/2025,528.88,529.32,515.1,517.81,"34,006,424"
10/30/2025,530.48,534.97,522.12,525.76,"41,023,088"
10/29/2025,544.94,546.27,536.73,541.55,"36,023,004"
10/28/2025,550,553.72,540.77,542.07,"29,986,683"
10/27/2025,531.78,534.58,529.01,531.52,"18,734,716"
10/24/2025,522.79,525.35,520.71,523.61,"15,532,360"
10/23/2025,522.46,523.95,518.61,520.56,"14,023,532"
10/22/2025,521.15,525.23,517.71,520.54,"18,962,694"
10/21/2025,517.5,518.69,513.04,517.66,"15,586,204"
10/20/2025,514.61,518.7,513.43,516.79,"14,665,620"
10/17/2025,509.04,515.48,507.31,513.58,"19,867,765"
10/16/2025,512.58,516.85,508.13,511.61,"15,559,565"
10/15/2025,514.96,517.19,510,513.43,"14,694,654"
10/14/2025,510.23,515.28,506,513.57,"14,684,300"
10/13/2025,516.41,516.41,511.68,514.05,"14,284,238"
10/10/2025,519.64,523.58,509.63,510.96,"24,133,840"
10/9/2025,522.34,524.33,517.4,522.4,"18,343,602"
10/8/2025,523.28,526.95,523.09,524.85,"13,363,447"
10/7/2025,528.29,529.8,521.44,523.98,"14,615,208"
10/6/2025,518.61,531.03,518.2,528.57,"21,388,581"
10/3/2025,517.1,520.49,515,517.35,"15,112,321"
10/2/2025,517.64,521.6,510.68,515.74,"21,222,886"
10/1/2025,514.8,520.51,511.69,519.71,"22,632,336"
9/30/2025,513.24,518.16,509.66,517.95,"19,728,229"
9/29/2025,511.5,516.85,508.88,514.6,"17,617,775"
9/26/2025,510.06,513.94,506.62,511.46,"16,213,129"
9/25/2025,508.3,510.01,505.04,507.03,"15,786,468"
9/24/2025,510.38,512.48,506.92,510.15,"13,533,711"
9/23/2025,513.8,514.59,507.31,509.23,"19,799,580"
9/22/2025,515.59,517.74,512.55,514.45,"20,009,314"
9/19/2025,510.56,519.3,510.31,517.93,"52,474,093"
9/18/2025,511.49,513.07,507.66,508.45,"18,913,696"
9/17/2025,510.62,511.29,505.93,510.02,"15,816,585"
9/16/2025,516.88,517.23,508.6,509.04,"19,711,922"
9/15/2025,508.79,515.47,507,515.36,"17,143,786"
9/12/2025,506.65,512.55,503.85,509.9,"23,624,884"
9/11/2025,502.25,503.17,497.88,501.01,"18,881,608"
9/10/2025,502.98,503.23,496.72,500.37,"21,611,816"
9/9/2025,501.43,502.25,497.7,498.41,"14,410,542"
9/8/2025,498.11,501.2,495.03,498.2,"16,771,015"
9/5/2025,509.07,511.97,492.37,495,"31,994,846"
9/4/2025,504.3,508.15,503.15,507.97,"15,509,486"
9/3/2025,503.79,507.79,502.32,505.35,"16,345,078"
9/2/2025,500.47,506,496.81,505.12,"18,127,995"
8/29/2025,508.66,509.6,504.49,506.69,"20,961,569"
8/28/2025,507.09,511.09,505.5,509.64,"18,015,593"
8/27/2025,502,507.29,499.9,506.74,"17,277,893"
8/26/2025,504.36,504.98,498.51,502.04,"30,835,709"
8/25/2025,506.63,508.19,504.12,504.26,"21,638,579"
8/22/2025,504.25,510.73,502.41,507.23,"24,324,161"
8/21/2025,503.69,507.63,502.72,504.24,"18,443,254"
8/20/2025,509.87,511,504.44,505.72,"27,723,025"
8/19/2025,515,515.16,508.55,509.77,"21,481,016"
8/18/2025,521.59,522.82,514.02,517.1,"23,760,583"
8/15/2025,522.77,526.1,519.08,520.17,"25,213,272"
8/14/2025,522.56,525.95,520.14,522.48,"20,269,074"
8/13/2025,532.11,532.7,519.37,520.58,"19,619,160"
8/12/2025,523.75,530.98,522.7,529.24,"18,688,921"
8/11/2025,522.3,527.59,519.72,521.77,"20,194,372"
8/8/2025,522.6,524.66,519.41,522.04,"15,531,009"
8/7/2025,526.8,528.09,517.55,520.84,"16,079,144"
8/6/2025,530.9,531.7,524.03,524.94,"21,355,702"
8/5/2025,537.18,537.3,527.24,527.75,"19,171,569"
8/4/2025,528.27,538.25,528.13,535.64,"25,349,004"
8/1/2025,535,535.8,520.86,524.11,"28,977,628"
7/31/2025,555.23,555.45,531.9,533.5,"51,617,326"
7/30/2025,515.17,515.95,509.44,513.24,"26,380,434"
7/29/2025,515.53,517.62,511.56,512.57,"16,469,235"
7/28/2025,514.08,515,510.12,512.5,"14,308,027"
7/25/2025,512.47,518.29,510.36,513.71,"19,125,699"
7/24/2025,508.77,513.67,507.3,510.88,"16,107,000"
7/23/2025,506.75,506.79,500.7,505.87,"16,396,585"
7/22/2025,510.97,511.2,505.27,505.27,"13,868,644"
7/21/2025,506.71,512.09,505.55,510.06,"14,066,805"
7/18/2025,514.48,514.64,507.43,510.05,"21,209,666"
7/17/2025,505.68,513.37,505.62,511.7,"17,503,129"
7/16/2025,505.18,506.72,501.89,505.62,"15,154,374"
7/15/2025,503.02,508.3,502.79,505.82,"14,927,202"
7/14/2025,501.52,503.97,501.03,503.02,"12,058,848"
7/11/2025,498.47,505.03,497.8,503.32,"16,459,512"
7/10/2025,503.05,504.44,497.75,501.48,"16,498,740"
7/9/2025,500.3,506.78,499.74,503.51,"18,659,538"
7/8/2025,497.24,498.2,494.11,496.62,"11,846,586"
7/7/2025,497.38,498.75,495.23,497.72,"13,981,605"
7/3/2025,493.81,500.13,493.44,498.84,"13,984,829"
7/2/2025,489.99,493.5,488.7,491.09,"16,319,641"
7/1/2025,496.47,498.05,490.98,492.05,"19,945,375"
6/30/2025,497.04,500.76,495.33,497.41,"28,368,991"
6/27/2025,497.55,499.3,493.03,495.94,"34,539,236"
6/26/2025,492.98,498.04,492.81,497.45,"21,578,853"
6/25/2025,492.04,494.56,489.39,492.27,"17,495,099"
6/24/2025,488.95,491.85,486.8,490.11,"22,305,642"
6/23/2025,478.21,487.75,472.51,486,"24,863,952"
6/20/2025,482.23,483.46,476.87,477.4,"37,576,206"
6/18/2025,478,481,474.46,480.24,"17,526,452"
6/17/2025,475.4,478.74,474.08,478.04,"15,414,128"
6/16/2025,475.21,480.69,475,479.14,"15,626,104"
6/13/2025,476.41,479.18,472.76,474.96,"16,814,456"
6/12/2025,475.02,480.42,473.52,478.87,"18,950,582"
6/11/2025,470.02,475.47,469.66,472.62,"16,399,176"
6/10/2025,471.19,472.8,466.96,470.92,"15,375,944"
6/9/2025,469.7,473.43,468.62,472.75,"16,469,932"
6/6/2025,470.09,473.34,468.78,470.38,"15,285,624"
6/5/2025,464.96,469.65,464.03,467.68,"20,154,460"
6/4/2025,464,465.69,463.02,463.87,"14,162,688"
6/3/2025,461.47,464.14,460.86,462.97,"15,743,760"
6/2/2025,457.14,462.11,456.89,461.97,"16,626,495"
5/30/2025,459.72,461.68,455.54,460.36,"34,770,475"
5/29/2025,461.55,461.72,455.31,458.68,"13,982,211"
5/28/2025,461.22,462.52,456.93,457.36,"17,086,261"
5/27/2025,456.48,460.95,456.12,460.69,"20,974,293"
5/23/2025,449.98,453.69,448.91,450.18,"16,883,509"
5/22/2025,454.95,460.25,453.9,454.86,"18,025,612"
5/21/2025,454.57,457.78,451.81,452.57,"19,216,906"
5/20/2025,455.59,458.34,454.32,458.17,"15,441,808"
5/19/2025,450.88,459.59,450.8,458.87,"21,336,509"
5/16/2025,452.05,454.36,448.73,454.27,"23,849,781"
5/15/2025,450.77,456.19,450.43,453.13,"21,992,323"
5/14/2025,448.14,453.9,448.14,452.94,"19,902,796"
5/13/2025,447.78,450.67,445.36,449.14,"23,618,819"
5/12/2025,445.94,449.37,439.78,449.26,"22,821,935"
5/9/2025,440,440.74,435.88,438.73,"15,324,233"
5/8/2025,437.93,443.67,435.66,438.17,"23,491,330"
5/7/2025,433.84,438.12,431.11,433.35,"23,307,241"
5/6/2025,432.2,437.73,431.17,433.31,"15,104,204"
5/5/2025,432.87,439.5,432.11,436.17,"20,136,053"
5/2/2025,431.74,439.44,429.99,435.28,"30,757,434"
5/1/2025,431.11,436.99,424.9,425.4,"58,938,100"
4/30/2025,390.3,396.66,384.44,395.26,"36,461,075"
4/29/2025,391.3,395.1,390.38,394.04,"14,973,976"
4/28/2025,391.96,392.74,386.64,391.16,"16,579,430"
4/25/2025,387,392.16,384.6,391.85,"18,973,165"
4/24/2025,375.7,388.45,375.19,387.3,"22,232,289"
4/23/2025,376.06,380.39,373.02,374.39,"20,545,526"
4/22/2025,363.38,367.77,359.86,366.82,"19,484,993"
4/21/2025,362.82,364.48,355.67,359.12,"20,807,279"
4/17/2025,373.75,374.32,366.89,367.78,"21,120,192"
4/16/2025,380.67,381.61,368,371.61,"21,967,826"
4/15/2025,388.51,391.89,384.16,385.73,"17,199,890"
4/14/2025,393.22,394.65,384.21,387.81,"19,251,172"
4/11/2025,380.64,390.05,378.89,388.45,"23,839,220"
4/10/2025,382.06,383.9,367.8,381.35,"38,024,368"
4/9/2025,353.54,393.23,353.1,390.49,"50,199,696"
4/8/2025,368.26,373.65,350.25,354.56,"35,868,918"
4/7/2025,350.88,371,344.79,357.86,"50,424,998"
4/4/2025,364.13,374.59,359.48,359.84,"49,209,854"
4/3/2025,374.79,377.48,369.35,373.11,"30,197,997"
4/2/2025,377.97,385.08,376.62,382.14,"16,092,555"
4/1/2025,374.65,382.85,373.23,382.19,"19,689,503"
3/31/2025,372.54,377.07,367.24,375.39,"35,184,676"
3/28/2025,388.08,389.13,376.93,378.8,"21,632,016"
3/27/2025,390.13,392.24,387.4,390.58,"13,766,761"
3/26/2025,395,395.31,388.57,389.97,"16,132,906"
3/25/2025,393.92,396.36,392.64,395.16,"15,774,968"
3/24/2025,395.4,395.4,389.81,393.08,"21,004,548"
3/21/2025,383.22,391.74,382.8,391.26,"39,675,928"
3/20/2025,385.74,391.79,383.28,386.84,"18,470,542"
3/19/2025,385.53,389.68,384,387.82,"19,185,532"
3/18/2025,387.07,387.37,381.1,383.52,"19,486,850"
3/17/2025,386.7,392.71,385.57,388.7,"22,474,272"
3/14/2025,379.78,390.23,379.51,388.56,"19,952,846"
3/13/2025,383.16,385.32,377.45,378.77,"20,473,017"
3/12/2025,382.95,385.22,378.95,383.27,"24,253,567"
3/11/2025,379,386,376.91,380.45,"30,380,177"
3/10/2025,385.84,386.4,377.22,380.16,"32,840,134"
3/7/2025,392.32,394.8,385.54,393.31,"22,034,087"
3/6/2025,394.28,402.15,392.68,396.89,"23,304,625"
3/5/2025,389.34,401.67,388.81,401.02,"23,433,132"
3/4/2025,383.4,392.58,381,388.61,"29,342,923"
3/3/2025,398.82,398.82,386.16,388.49,"23,007,726"
2/28/2025,392.66,397.63,386.57,396.99,"32,845,658"
2/27/2025,401.27,405.74,392.17,392.53,"21,127,406"
2/26/2025,398.01,403.6,394.25,399.73,"19,618,954"
2/25/2025,401.1,401.92,396.7,397.9,"29,387,402"
2/24/2025,408.51,409.37,399.32,404,"26,443,656"
2/21/2025,417.34,418.05,407.89,408.21,"27,524,799"
2/20/2025,415.29,419.31,412.54,416.13,"23,508,728"
2/19/2025,407.88,415.49,407.65,414.77,"24,114,197"
2/18/2025,408,410.6,406.5,409.64,"21,423,051"
2/14/2025,407.79,408.91,405.88,408.43,"22,758,464"
2/13/2025,407,411,406.36,410.54,"23,891,731"
2/12/2025,407.21,410.75,404.37,409.04,"19,121,734"
2/11/2025,409.64,412.49,409.3,411.44,"18,140,592"
2/10/2025,413.71,415.46,410.92,412.22,"20,817,919"
2/7/2025,416.48,418.65,408.1,409.75,"22,886,844"
2/6/2025,414,418.2,414,415.82,"16,309,755"
2/5/2025,412.35,413.83,410.4,413.29,"16,336,188"
2/4/2025,412.69,413.92,409.74,412.37,"20,532,096"
2/3/2025,411.6,415.41,408.66,410.92,"25,679,149"
1/31/2025,418.98,420.69,414.91,415.06,"34,223,388"
1/30/2025,418.77,422.86,413.16,414.99,"54,586,260"
1/29/2025,446.69,446.88,440.4,442.33,"23,581,370"
1/28/2025,434.6,448.38,431.38,447.2,"23,491,703"
1/27/2025,424.01,435.2,423.5,434.56,"35,647,805"
1/24/2025,445.16,446.65,441.4,444.06,"15,549,453"
1/23/2025,442,446.75,441.5,446.71,"18,389,270"
1/22/2025,437.56,447.27,436,446.2,"27,803,811"
1/21/2025,430.2,430.9,425.6,428.5,"26,085,703"
1/17/2025,434.09,434.48,428.17,429.03,"26,197,507"
1/16/2025,428.7,429.49,424.39,424.58,"15,300,023"
1/15/2025,419.13,428.15,418.27,426.31,"19,637,838"
1/14/2025,417.81,419.74,410.72,415.67,"16,935,856"
1/13/2025,415.24,418.5,412.29,417.19,"17,604,780"
1/10/2025,424.63,424.71,415.02,418.95,"20,201,132"
1/8/2025,423.46,426.97,421.54,424.56,"15,054,575"
1/7/2025,429,430.65,420.8,422.37,"18,139,065"
1/6/2025,428,434.32,425.48,427.85,"20,573,648"
1/3/2025,421.08,424.03,419.54,423.35,"16,662,943"
1/2/2025,425.53,426.07,414.85,418.58,"16,896,469"
12/31/2024,426.1,426.73,420.66,421.5,"13,246,509"
12/30/2024,426.06,427.55,421.9,424.83,"13,158,703"
12/27/2024,434.6,435.22,426.35,430.53,"18,117,713"
12/26/2024,439.08,440.94,436.63,438.11,"8,199,927"
12/24/2024,434.65,439.6,434.19,439.33,"7,164,543"
12/23/2024,436.74,437.65,432.83,435.25,"19,152,519"
12/20/2024,433.11,443.74,428.63,436.6,"64,263,694"
12/19/2024,441.62,443.18,436.32,437.03,"22,963,681"
12/18/2024,451.32,452.65,437.02,437.39,"24,444,545"
12/17/2024,451.01,455.29,449.57,454.46,"22,733,494"
12/16/2024,447.27,452.18,445.28,451.59,"23,598,834"
12/13/2024,448.44,451.43,445.58,447.27,"20,177,833"
12/12/2024,449.11,456.16,449.11,449.56,"20,834,779"
12/11/2024,444.05,450.35,444.05,448.99,"19,200,208"
12/10/2024,444.39,449.62,441.6,443.33,"18,469,459"
12/9/2024,442.6,448.33,440.5,446.02,"19,144,388"
12/6/2024,442.3,446.1,441.77,443.57,"18,821,002"
12/5/2024,437.92,444.66,436.17,442.62,"21,697,775"
12/4/2024,433.03,439.67,432.63,437.42,"26,009,429"
12/3/2024,429.84,432.47,427.74,431.2,"18,301,987"
12/2/2024,421.57,433,421.31,430.98,"20,207,223"
11/29/2024,420.09,424.88,417.8,423.46,"16,271,921"
11/27/2024,425.11,427.23,422.02,422.99,"18,332,444"
11/26/2024,419.59,429.04,418.85,427.99,"23,458,889"
11/25/2024,418.38,421.08,414.85,418.79,"27,691,090"
11/22/2024,411.37,417.4,411.06,417,"24,814,626"
11/21/2024,419.5,419.78,410.29,412.87,"20,780,162"
11/20/2024,416.87,417.29,410.58,415.49,"19,191,655"
11/19/2024,413.11,417.94,411.55,417.79,"18,133,529"
11/18/2024,414.87,418.4,412.1,415.76,"24,742,013"
11/15/2024,419.82,422.8,413.64,415,"28,247,644"
11/14/2024,425,428.17,420,426.89,"30,246,881"
11/13/2024,421.64,429.33,418.21,425.2,"21,502,185"
11/12/2024,418.25,424.44,417.2,423.03,"19,401,204"
11/11/2024,422.52,424.81,416,418.01,"24,503,321"
11/8/2024,425.32,426.5,421.78,422.54,"16,891,414"
11/7/2024,421.28,426.85,419.88,425.43,"19,901,782"
11/6/2024,412.42,420.45,410.52,420.18,"26,681,842"
11/5/2024,408.37,414.9,408.08,411.46,"17,626,011"
11/4/2024,409.8,410.42,405.57,408.46,"19,672,286"
11/1/2024,409.01,415.5,407.5,410.37,"24,230,442"
10/31/2024,415.36,416.16,406.3,406.35,"53,970,981"
10/30/2024,437.44,438.5,432.1,432.53,"29,749,149"
10/29/2024,428,433.17,425.8,431.95,"17,644,080"
10/28/2024,431.66,431.94,426.3,426.59,"14,882,444"
10/25/2024,426.76,432.52,426.57,428.15,"16,899,064"
10/24/2024,425.33,425.98,422.4,424.73,"13,581,631"
10/23/2024,430.86,431.08,422.53,424.6,"19,654,379"
10/22/2024,418.49,430.58,418.04,427.51,"25,482,197"
10/21/2024,416.12,418.96,413.75,418.78,"14,206,115"
10/18/2024,417.14,419.65,416.26,418.16,"17,145,317"
10/17/2024,422.36,422.5,415.59,416.72,"14,820,004"
10/16/2024,415.17,416.36,410.48,416.12,"15,508,932"
10/15/2024,422.18,422.48,415.26,418.74,"18,900,201"
10/14/2024,417.77,424.04,417.52,419.14,"16,653,086"
10/11/2024,416.14,417.13,413.25,416.32,"14,144,944"
10/10/2024,415.23,417.35,413.15,415.84,"13,848,376"
10/9/2024,415.86,420.38,414.3,417.46,"14,974,257"
10/8/2024,410.9,415.66,408.17,414.71,"19,229,261"
10/7/2024,416,417.11,409,409.54,"20,919,761"
10/4/2024,418.24,419.75,414.97,416.06,"19,190,913"
10/3/2024,417.63,419.55,414.29,416.54,"13,686,421"
10/2/2024,422.58,422.82,416.71,417.13,"16,582,257"
10/1/2024,428.45,428.48,418.81,420.69,"19,092,945"
9/30/2024,428.21,430.42,425.37,430.3,"16,854,606"
9/27/2024,431.52,431.85,427.47,428.02,"14,896,131"
9/26/2024,435.09,435.3,429.13,431.31,"14,492,044"
9/25/2024,429.83,433.12,428.57,432.11,"13,396,364"
9/24/2024,433,433.35,426.1,429.17,"17,015,754"
9/23/2024,434.28,436.46,430.39,433.51,"15,128,891"
9/20/2024,437.22,439.24,434.22,435.27,"55,167,106"
9/19/2024,441.23,441.5,436.9,438.69,"21,706,559"
9/18/2024,435,436.03,430.41,430.81,"18,898,042"
9/17/2024,440.23,441.85,432.27,435.15,"18,874,231"
9/16/2024,430.6,433.53,428.22,431.34,"13,834,697"
9/13/2024,425.83,431.83,425.46,430.59,"15,874,555"
9/12/2024,423.31,427.37,419.75,427,"17,418,759"
9/11/2024,415.5,423.99,409.58,423.04,"19,266,923"
9/10/2024,408.2,416.33,407.7,414.2,"19,594,287"
9/9/2024,407.24,408.65,402.15,405.72,"15,295,134"
9/6/2024,409.06,410.65,400.8,401.7,"19,609,526"
9/5/2024,407.62,413.1,406.13,408.39,"14,195,516"
9/4/2024,405.91,411.24,404.37,408.9,"15,135,806"
9/3/2024,417.91,419.88,407.03,409.44,"20,313,603"
8/30/2024,415.6,417.49,412.13,417.14,"24,308,324"
8/29/2024,414.94,422.05,410.6,413.12,"17,045,241"
8/28/2024,414.88,415,407.31,410.6,"14,882,660"
8/27/2024,412.86,414.36,410.25,413.84,"13,492,911"
8/26/2024,416.37,417.28,411.34,413.49,"13,152,830"
8/23/2024,416.98,419.26,412.09,416.79,"18,493,784"
8/22/2024,424.36,426.79,414.61,415.55,"19,361,901"
8/21/2024,424.08,426.4,421.72,424.14,"16,067,298"
8/20/2024,421.7,425.86,421.64,424.8,"16,387,581"
8/19/2024,418.96,421.75,416.46,421.53,"15,233,957"
8/16/2024,420.6,421.34,417.3,418.47,"22,775,593"
8/15/2024,419.8,421.11,417.66,421.03,"20,752,144"
8/14/2024,414.8,417.72,412.45,416.86,"18,266,980"
8/13/2024,409.59,414.95,409.57,414.01,"19,414,271"
8/12/2024,407.06,408.76,404.24,406.81,"16,762,883"
8/9/2024,404.03,408.05,402.26,406.02,"19,276,666"
8/8/2024,402.44,405.86,399.94,402.69,"20,203,030"
8/7/2024,408.64,410.08,397.47,398.43,"20,650,906"
8/6/2024,400,405.67,398.5,399.61,"24,946,525"
8/5/2024,389.17,401.04,385.58,395.15,"40,709,238"
8/2/2024,412.49,415,404.34,408.49,"29,437,900"
8/1/2024,420.79,427.46,413.09,417.11,"30,296,400"
7/31/2024,420.5,421.78,412.21,418.35,"42,891,366"
7/30/2024,427.72,429.05,417.36,422.92,"32,687,578"
7/29/2024,431.58,432.15,424.7,426.73,"15,125,836"
7/26/2024,418.2,428.92,417.27,425.27,"23,583,839"
7/25/2024,428.8,429.8,417.51,418.4,"29,943,795"
7/24/2024,440.45,441.48,427.59,428.9,"26,805,800"
7/23/2024,443.9,448.39,443.1,444.85,"13,107,050"
7/22/2024,441.79,444.6,438.91,442.94,"15,808,755"
7/19/2024,433.1,441.14,432,437.11,"20,940,417"
7/18/2024,444.34,444.65,434.4,440.37,"20,794,822"
7/17/2024,442.59,444.85,439.18,443.52,"21,754,021"
7/16/2024,454.22,454.3,446.66,449.52,"17,175,679"
7/15/2024,453.3,457.26,451.43,453.96,"14,429,447"
7/12/2024,454.33,456.36,450.65,453.55,"16,324,274"
7/11/2024,462.98,464.78,451.55,454.7,"23,111,175"
7/10/2024,461.22,466.46,458.86,466.25,"18,196,100"
7/9/2024,467,467.33,458,459.54,"17,228,507"
7/8/2024,466.55,467.7,464.46,466.24,"12,962,321"
7/5/2024,459.61,468.35,458.97,467.56,"16,000,290"
7/3/2024,458.19,461.02,457.88,460.77,"9,932,830"
7/2/2024,453.2,459.59,453.11,459.28,"13,979,779"
7/1/2024,448.66,457.37,445.66,456.73,"17,662,818"
6/28/2024,453.07,455.38,446.41,446.95,"28,362,271"
6/27/2024,452.18,456.17,451.77,452.85,"14,806,324"
6/26/2024,449,453.6,448.19,452.16,"16,507,030"
6/25/2024,448.25,451.42,446.75,450.95,"16,747,529"
6/24/2024,449.8,452.75,446.41,447.67,"15,913,719"
6/21/2024,447.38,450.58,446.51,449.78,"34,486,172"
6/20/2024,446.3,446.53,441.27,445.7,"19,877,378"
6/18/2024,449.71,450.14,444.89,446.34,"17,112,504"
6/17/2024,442.59,450.94,440.72,448.37,"20,790,030"
6/14/2024,438.28,443.14,436.72,442.57,"13,581,985"
6/13/2024,440.85,443.39,439.37,441.58,"15,960,565"
6/12/2024,435.32,443.4,433.25,441.06,"22,366,233"
6/11/2024,425.48,432.82,425.25,432.68,"14,551,101"
6/10/2024,424.7,428.08,423.89,427.87,"14,003,034"
6/7/2024,426.2,426.28,423,423.85,"13,621,650"
6/6/2024,424.01,425.31,420.58,424.52,"14,861,251"
6/5/2024,417.81,424.08,416.3,424.01,"16,988,038"
6/4/2024,412.43,416.44,409.68,416.07,"14,348,917"
6/3/2024,415.53,416.43,408.92,413.52,"17,484,675"
5/31/2024,416.75,416.75,404.51,415.13,"47,995,250"
5/30/2024,424.3,424.3,414.24,414.67,"28,424,847"
5/29/2024,425.69,430.94,425.69,429.17,"15,517,130"
5/28/2024,429.63,430.82,426.6,430.32,"15,718,024"
5/24/2024,427.19,431.06,424.41,430.16,"11,855,285"
5/23/2024,432.97,433.6,425.42,427,"17,211,689"
5/22/2024,430.09,432.41,427.13,430.52,"18,073,698"
5/21/2024,426.83,432.97,424.85,429.04,"21,453,255"
5/20/2024,420.21,426.77,419.99,425.34,"16,272,137"
5/17/2024,422.54,422.92,418.03,420.21,"15,352,239"
5/16/2024,421.8,425.42,420.35,420.99,"17,530,050"
5/15/2024,417.9,423.81,417.27,423.08,"22,239,533"
5/14/2024,412.02,417.49,411.55,416.56,"15,109,306"
5/13/2024,418.01,418.35,410.82,413.72,"15,440,226"
5/10/2024,412.94,415.38,411.8,414.74,"13,402,281"
5/9/2024,410.57,412.72,409.1,412.32,"14,689,727"
5/8/2024,408.17,412.23,406.71,410.54,"11,792,308"
5/7/2024,414.66,414.67,409.09,409.34,"20,018,228"
5/6/2024,408.76,413.93,406.37,413.54,"16,996,639"
5/3/2024,402.28,407.15,401.86,406.66,"17,446,724"
5/2/2024,397.66,399.93,394.65,397.84,"17,709,364"
5/1/2024,392.61,401.72,390.31,394.94,"23,562,481"
4/30/2024,401.49,402.16,389.17,389.33,"28,781,374"
4/29/2024,405.25,406.32,399.19,402.25,"19,582,091"
4/26/2024,412.17,413,405.76,406.32,"29,694,654"
4/25/2024,394.03,399.89,388.03,399.04,"40,586,450"
